order_id,customer_state,seller_state,product_category,price,freight_value,n_items,distance_km,purchase_dow,purchase_month,days_to_next_holiday,is_near_holiday,state_gdp,state_urbanization,review_score,is_late
ord_004153,MG,MG,computers_accessories,81.53,5.78,3,298.0,1,2,26,0,32000,0.85,5,0
ord_004154,RS,SC,garden_tools,110.98,56.49,2,2328.0,4,7,12,0,41000,0.85,1,0
ord_004155,SP,SP,computers_accessories,230.6,31.28,1,63.0,4,2,10,0,58000,0.96,3,0
ord_004156,PE,ES,garden_tools,174.21,43.2,2,545.0,2,9,18,0,20000,0.8,5,0
ord_004157,SP,SC,sports_leisure,21.53,2.37,2,660.0,1,4,23,0,58000,0.96,2,0
ord_004158,RJ,SP,garden_tools,43.57,33.75,2,3116.0,3,7,11,0,46000,0.97,3,0
ord_004159,SP,AM,auto,63.01,44.24,2,817.0,1,4,0,1,58000,0.96,5,0
ord_004160,MG,SP,toys,69.08,12.67,2,2898.0,2,2,27,0,32000,0.85,5,0
ord_004161,SP,RS,garden_tools,91.83,62.74,1,1100.0,2,10,12,0,58000,0.96,5,0
ord_004162,ES,SP,toys,128.13,13.74,1,1449.0,3,3,3,1,30000,0.83,5,0
ord_004163,RJ,SC,watches_gifts,91.77,7.82,2,1911.0,1,10,19,0,46000,0.97,5,0
ord_004164,RS,SP,toys,203.86,29.54,3,2115.0,6,8,21,0,41000,0.85,4,0
ord_004165,SP,SP,auto,70.17,31.18,1,71.0,3,6,10,0,58000,0.96,3,0
ord_004166,SP,RJ,watches_gifts,203.93,33.27,1,1310.0,3,6,4,1,58000,0.96,5,0
ord_004167,RJ,MA,watches_gifts,116.47,27.81,3,1746.0,3,6,26,0,46000,0.97,4,1
ord_004168,MG,SP,bed_bath_table,111.3,7.54,1,2332.0,2,6,25,0,32000,0.85,3,0
ord_004169,RJ,RS,auto,162.31,54.65,1,1450.0,2,7,19,0,46000,0.97,5,0
ord_004170,PA,MG,toys,145.32,26.54,2,1881.0,1,1,7,0,19000,0.68,4,1
ord_004171,SC,ES,health_beauty,91.53,9.03,1,1400.0,6,1,16,0,44000,0.84,5,0
ord_004172,MA,SP,sports_leisure,53.1,4.86,2,1257.0,5,8,18,0,14000,0.63,5,0
ord_004173,SP,MG,sports_leisure,232.38,29.37,3,1167.0,4,5,25,0,58000,0.96,5,0
ord_004174,BA,CE,furniture_decor,106.39,49.48,3,949.0,4,10,26,0,21000,0.72,5,0
ord_004175,MG,SP,garden_tools,107.17,56.98,2,2506.0,2,2,22,0,32000,0.85,2,1
ord_004176,RS,RJ,computers_accessories,416.9,81.06,1,3153.0,4,2,19,0,41000,0.85,4,1
ord_004177,AM,GO,computers_accessories,205.22,13.97,2,384.0,6,2,7,0,24000,0.79,3,0
ord_004178,PR,SP,toys,85.65,17.1,3,869.0,0,11,3,1,43000,0.85,5,0
ord_004179,GO,RJ,furniture_decor,100.04,42.51,1,3096.0,2,9,24,0,29000,0.9,4,1
ord_004180,SC,SP,garden_tools,48.49,25.03,2,1291.0,1,6,3,1,44000,0.84,4,0
ord_004181,SP,DF,toys,35.2,6.47,1,1428.0,4,7,15,0,58000,0.96,5,0
ord_004182,PR,CE,sports_leisure,85.61,10.68,3,2223.0,2,4,15,0,43000,0.85,4,0
ord_004183,MG,RS,watches_gifts,138.46,10.6,3,1323.0,3,6,6,0,32000,0.85,4,0
ord_004184,PE,RS,computers_accessories,51.47,8.62,2,1729.0,0,4,8,0,20000,0.8,5,0
ord_004185,DF,RJ,furniture_decor,174.63,41.41,2,2912.0,6,10,29,0,88000,0.97,4,0
ord_004186,SP,SP,auto,41.56,41.87,2,333.0,6,10,22,0,58000,0.96,2,0
ord_004187,SP,SP,furniture_decor,86.58,46.46,2,235.0,3,7,12,0,58000,0.96,4,0
ord_004188,SP,SP,health_beauty,163.94,25.24,1,327.0,3,3,22,0,58000,0.96,3,0
ord_004189,MG,SP,computers_accessories,331.3,63.14,3,1058.0,0,4,1,1,32000,0.85,5,0
ord_004190,SP,PR,housewares,254.35,37.75,2,2886.0,5,5,5,1,58000,0.96,4,0
ord_004191,SC,SP,health_beauty,218.23,34.2,2,2961.0,2,8,27,0,44000,0.84,4,0
ord_004192,MG,SP,toys,109.32,17.94,1,2640.0,2,11,23,0,32000,0.85,4,0
ord_004193,DF,RJ,sports_leisure,181.37,42.7,2,654.0,2,4,3,1,88000,0.97,4,0
ord_004194,SP,SP,bed_bath_table,80.98,5.69,1,156.0,3,10,6,0,58000,0.96,4,0
ord_004195,MG,SP,housewares,156.48,28.59,1,356.0,2,2,13,0,32000,0.85,4,0
ord_004196,SP,SP,health_beauty,32.1,1.84,2,313.0,5,2,11,0,58000,0.96,3,0
ord_004197,GO,SP,toys,128.15,13.05,1,2258.0,5,12,15,0,29000,0.9,5,1
ord_004198,SP,MG,bed_bath_table,31.95,6.65,1,1537.0,2,4,25,0,58000,0.96,4,0
ord_004199,SP,BA,computers_accessories,208.83,25.53,2,1690.0,4,11,22,0,58000,0.96,5,0
ord_004200,SP,ES,bed_bath_table,175.17,9.69,1,2451.0,5,5,22,0,58000,0.96,4,0
ord_004201,DF,BA,furniture_decor,270.79,72.91,3,2895.0,0,7,2,1,88000,0.97,1,1
ord_004202,SP,RS,auto,36.56,41.02,2,849.0,1,1,13,0,58000,0.96,5,0
ord_004203,RS,PE,watches_gifts,414.21,97.49,1,702.0,0,2,22,0,41000,0.85,5,0
ord_004204,SC,MG,housewares,99.53,23.73,2,2127.0,6,12,21,0,44000,0.84,5,0
ord_004205,BA,RS,health_beauty,206.83,21.87,2,969.0,1,6,21,0,21000,0.72,3,0
ord_004206,SP,RJ,furniture_decor,46.77,26.6,2,863.0,6,10,23,0,58000,0.96,5,0
ord_004207,SP,SP,furniture_decor,135.64,49.39,1,280.0,3,7,9,0,58000,0.96,4,0
ord_004208,RJ,SP,housewares,91.0,14.38,1,871.0,2,9,24,0,46000,0.97,3,1
ord_004209,SP,SP,sports_leisure,175.11,12.75,1,98.0,4,4,23,0,58000,0.96,4,0
ord_004210,PR,BA,auto,17.66,45.75,2,3097.0,6,12,6,0,43000,0.85,1,1
ord_004211,RJ,SP,watches_gifts,43.15,7.39,1,2701.0,3,3,5,1,46000,0.97,1,1
ord_004212,RJ,PR,furniture_decor,222.13,91.04,3,1876.0,0,9,9,0,46000,0.97,5,0
ord_004213,SP,ES,health_beauty,42.24,8.73,1,535.0,5,7,28,0,58000,0.96,5,0
ord_004214,MG,MG,housewares,92.26,13.22,2,202.0,5,7,16,0,32000,0.85,5,0
ord_004215,SP,SP,computers_accessories,82.39,18.25,1,33.0,3,11,28,0,58000,0.96,5,0
ord_004216,PR,RJ,watches_gifts,125.49,14.26,3,2557.0,2,1,11,0,43000,0.85,5,0
ord_004217,SP,RJ,housewares,50.9,11.33,1,1732.0,5,4,19,0,58000,0.96,5,0
ord_004218,PA,AM,watches_gifts,235.6,17.24,2,2238.0,6,10,29,0,19000,0.68,4,0
ord_004219,PR,PR,garden_tools,127.41,59.89,2,231.0,6,11,10,0,43000,0.85,3,0
ord_004220,SP,SC,housewares,252.93,56.57,2,2716.0,1,12,21,0,58000,0.96,5,0
ord_004221,SP,MG,toys,173.98,9.53,1,2560.0,4,5,12,0,58000,0.96,5,0
ord_004222,SP,SC,furniture_decor,121.86,58.86,3,1385.0,3,5,27,0,58000,0.96,4,0
ord_004223,SP,SC,auto,5.83,21.92,2,3095.0,4,4,22,0,58000,0.96,3,1
ord_004224,SP,SP,computers_accessories,155.42,28.25,1,242.0,0,5,22,0,58000,0.96,4,0
ord_004225,GO,SP,watches_gifts,154.25,27.4,1,358.0,5,11,6,0,29000,0.9,5,0
ord_004226,RS,SP,auto,249.69,48.57,2,2513.0,4,5,28,0,41000,0.85,4,0
ord_004227,SP,MG,furniture_decor,114.4,44.0,1,2042.0,3,2,9,0,58000,0.96,4,0
ord_004228,MG,GO,health_beauty,106.83,7.18,1,622.0,2,12,12,0,32000,0.85,5,0
ord_004229,SP,RS,sports_leisure,161.84,35.65,1,763.0,6,10,13,0,58000,0.96,4,0
ord_004230,PA,MG,sports_leisure,106.34,26.23,1,680.0,5,2,21,0,19000,0.68,3,0
ord_004231,SP,PE,bed_bath_table,71.43,13.17,2,784.0,4,6,23,0,58000,0.96,4,0
ord_004232,SC,SP,housewares,183.09,43.22,3,1638.0,4,10,27,0,44000,0.84,5,0
ord_004233,BA,SP,sports_leisure,14.38,2.52,1,448.0,6,1,4,1,21000,0.72,4,0
ord_004234,SP,PE,bed_bath_table,105.03,25.86,1,1806.0,5,3,25,0,58000,0.96,4,0
ord_004235,SP,PE,health_beauty,75.7,15.85,3,2056.0,3,9,3,1,58000,0.96,5,0
ord_004236,RJ,PR,sports_leisure,41.91,7.79,1,2409.0,2,10,16,0,46000,0.97,5,0
ord_004237,ES,SP,furniture_decor,124.12,55.16,1,3043.0,1,5,27,0,30000,0.83,4,1
ord_004238,MG,PA,auto,272.44,82.45,2,539.0,4,1,22,0,32000,0.85,5,0
ord_004239,PR,BA,toys,48.98,7.19,1,402.0,5,10,28,0,43000,0.85,2,0
ord_004240,BA,PR,toys,155.54,34.27,3,704.0,1,9,1,1,21000,0.72,5,0
ord_004241,DF,SP,watches_gifts,139.54,25.8,1,1278.0,1,7,16,0,88000,0.97,2,1
ord_004242,MG,MG,garden_tools,35.7,42.52,2,110.0,3,4,2,1,32000,0.85,5,0
ord_004243,MG,DF,furniture_decor,138.53,46.49,1,312.0,6,10,21,0,32000,0.85,5,0
ord_004244,SC,ES,bed_bath_table,78.85,13.16,3,2308.0,3,9,5,1,44000,0.84,3,1
ord_004245,SP,MG,housewares,60.08,3.2,1,3075.0,6,1,5,1,58000,0.96,5,1
ord_004246,ES,MG,bed_bath_table,58.96,8.97,2,1024.0,2,10,8,0,30000,0.83,5,0
ord_004247,SP,PR,sports_leisure,434.96,42.1,3,326.0,2,6,25,0,58000,0.96,2,0
ord_004248,SP,MG,toys,21.18,2.06,2,2484.0,3,9,10,0,58000,0.96,3,0
ord_004249,DF,RJ,housewares,215.46,49.35,1,2533.0,6,7,26,0,88000,0.97,4,0
ord_004250,RJ,SP,watches_gifts,86.92,9.25,1,426.0,6,2,17,0,46000,0.97,5,0
ord_004251,SP,SP,housewares,45.56,10.46,1,263.0,6,11,4,1,58000,0.96,3,0
ord_004252,SP,BA,housewares,74.19,11.63,1,1004.0,3,11,7,0,58000,0.96,1,0
ord_004253,MG,SP,furniture_decor,226.77,94.89,1,2135.0,2,11,22,0,32000,0.85,4,0
ord_004254,ES,SP,sports_leisure,233.75,45.78,2,2406.0,5,7,25,0,30000,0.83,3,0
ord_004255,SP,PE,sports_leisure,44.29,5.88,2,946.0,6,6,6,0,58000,0.96,4,0
ord_004256,SP,SC,toys,135.71,7.74,1,1056.0,3,3,14,0,58000,0.96,2,0
ord_004257,RJ,SP,auto,129.34,47.07,2,2074.0,4,4,13,0,46000,0.97,5,0
ord_004258,CE,SP,bed_bath_table,84.02,16.09,2,1989.0,0,2,13,0,18000,0.75,1,1
ord_004259,SP,BA,housewares,145.73,11.21,1,2870.0,2,6,9,0,58000,0.96,2,1
ord_004260,CE,RJ,computers_accessories,171.29,40.6,1,1780.0,5,8,26,0,18000,0.75,2,1
ord_004261,GO,RJ,housewares,42.15,6.23,1,2619.0,3,9,26,0,29000,0.9,5,0
ord_004262,SP,RJ,sports_leisure,19.22,1.07,2,2423.0,6,5,11,0,58000,0.96,3,0
ord_004263,DF,SP,bed_bath_table,35.6,3.89,2,2231.0,6,1,13,0,88000,0.97,4,0
ord_004264,PR,SC,sports_leisure,72.34,16.06,2,856.0,6,11,26,0,43000,0.85,4,0
ord_004265,MG,SP,health_beauty,84.54,11.31,2,1101.0,4,12,24,0,32000,0.85,5,0
ord_004266,RJ,MG,bed_bath_table,183.19,38.76,3,1944.0,5,9,15,0,46000,0.97,5,0
ord_004267,DF,SP,furniture_decor,94.92,56.1,2,491.0,4,8,18,0,88000,0.97,4,0
ord_004268,BA,SP,watches_gifts,72.45,5.56,1,431.0,2,11,24,0,21000,0.72,5,0
ord_004269,BA,SP,auto,18.27,27.7,2,444.0,5,6,14,0,21000,0.72,5,0
ord_004270,MA,ES,watches_gifts,221.67,50.15,2,2972.0,3,7,25,0,14000,0.63,3,1
ord_004271,MG,SP,health_beauty,44.21,3.81,3,2298.0,5,8,20,0,32000,0.85,5,0
ord_004272,DF,SP,furniture_decor,234.48,94.35,2,2727.0,3,7,11,0,88000,0.97,5,0
ord_004273,ES,SP,furniture_decor,66.58,28.3,1,3094.0,2,11,0,1,30000,0.83,2,1
ord_004274,SP,SC,sports_leisure,37.8,9.24,1,2333.0,2,3,24,0,58000,0.96,1,0
ord_004275,SP,RJ,auto,101.63,31.96,1,1794.0,5,5,16,0,58000,0.96,1,1
ord_004276,RJ,CE,watches_gifts,50.25,8.02,1,1689.0,3,12,17,0,46000,0.97,5,0
ord_004277,ES,PR,computers_accessories,79.92,4.56,2,2463.0,4,3,5,1,30000,0.83,2,1
ord_004278,SP,MG,computers_accessories,99.23,10.05,3,2817.0,5,8,25,0,58000,0.96,4,0
ord_004279,SC,PR,furniture_decor,169.72,64.8,1,2706.0,6,9,23,0,44000,0.84,2,1
ord_004280,SP,SP,computers_accessories,321.37,28.09,2,89.0,5,11,2,1,58000,0.96,3,0
ord_004281,RJ,CE,watches_gifts,60.39,13.79,3,2543.0,3,1,25,0,46000,0.97,4,0
ord_004282,RS,CE,auto,108.56,48.76,1,1682.0,2,7,12,0,41000,0.85,4,0
ord_004283,SP,SP,computers_accessories,30.14,5.89,2,82.0,1,5,22,0,58000,0.96,5,0
ord_004284,GO,RS,health_beauty,150.61,18.36,2,1163.0,4,6,28,0,29000,0.9,5,0
ord_004285,SP,SP,auto,114.81,64.05,2,156.0,0,3,28,0,58000,0.96,4,0
ord_004286,PE,MG,furniture_decor,17.87,23.41,2,883.0,5,4,26,0,20000,0.8,5,0
ord_004287,SP,BA,bed_bath_table,119.76,27.83,3,2417.0,4,10,4,1,58000,0.96,4,1
ord_004288,MA,CE,housewares,48.53,3.84,1,798.0,4,12,16,0,14000,0.63,5,0
ord_004289,RS,SP,toys,78.95,8.16,2,2913.0,3,11,6,0,41000,0.85,2,0
ord_004290,SP,PR,sports_leisure,271.08,59.15,1,528.0,5,9,24,0,58000,0.96,5,0
ord_004291,SP,SC,sports_leisure,21.28,3.91,1,448.0,6,10,21,0,58000,0.96,5,0
ord_004292,SP,SP,sports_leisure,160.06,20.32,2,93.0,6,9,10,0,58000,0.96,4,0
ord_004293,RS,RS,garden_tools,42.25,28.05,1,122.0,5,2,4,1,41000,0.85,4,0
ord_004294,DF,PR,auto,35.45,25.89,2,599.0,5,8,26,0,88000,0.97,1,0
ord_004295,RJ,BA,garden_tools,57.98,39.64,1,474.0,2,2,15,0,46000,0.97,5,0
ord_004296,RJ,MA,sports_leisure,32.44,4.79,1,1829.0,5,5,21,0,46000,0.97,3,0
ord_004297,RS,SP,garden_tools,373.24,85.82,1,1052.0,6,12,20,0,41000,0.85,4,0
ord_004298,MG,SP,furniture_decor,19.28,36.46,2,1912.0,5,11,19,0,32000,0.85,1,1
ord_004299,PR,SP,garden_tools,29.51,47.78,1,730.0,5,8,6,0,43000,0.85,5,0
ord_004300,MG,SP,auto,13.53,33.88,1,371.0,4,9,4,1,32000,0.85,4,1
ord_004301,SC,RJ,toys,47.33,4.17,1,379.0,0,4,12,0,44000,0.84,5,0
ord_004302,MA,GO,auto,103.04,61.66,2,627.0,6,10,28,0,14000,0.63,5,0
ord_004303,RJ,RJ,health_beauty,112.02,27.21,2,29.0,2,8,24,0,46000,0.97,2,0
ord_004304,SP,PR,watches_gifts,122.75,11.35,3,1601.0,4,7,27,0,58000,0.96,5,1
ord_004305,SP,RJ,bed_bath_table,128.87,29.97,2,2109.0,4,9,10,0,58000,0.96,2,1
ord_004306,MG,SP,watches_gifts,193.35,33.86,1,2837.0,5,12,10,0,32000,0.85,2,1
ord_004307,RJ,DF,furniture_decor,274.81,90.76,1,917.0,0,9,20,0,46000,0.97,5,0
ord_004308,CE,PR,auto,149.6,38.23,1,2827.0,0,6,1,1,18000,0.75,1,1
ord_004309,RS,RJ,computers_accessories,99.85,18.78,1,2462.0,2,5,28,0,41000,0.85,5,0
ord_004310,MG,PE,toys,43.35,6.88,2,2414.0,3,4,24,0,32000,0.85,5,0
ord_004311,BA,MG,furniture_decor,108.22,45.91,2,2825.0,3,8,22,0,21000,0.72,2,1
ord_004312,SP,SP,bed_bath_table,145.6,9.04,1,155.0,1,5,23,0,58000,0.96,5,0
ord_004313,DF,MG,toys,76.6,4.73,2,1867.0,6,2,23,0,88000,0.97,4,0
ord_004314,SP,PR,sports_leisure,168.48,37.54,1,1702.0,5,7,15,0,58000,0.96,5,0
ord_004315,RS,RJ,toys,127.11,7.72,1,2226.0,6,11,9,0,41000,0.85,5,0
ord_004316,CE,ES,computers_accessories,50.81,11.76,1,990.0,2,1,29,0,18000,0.75,4,0
ord_004317,BA,MG,auto,58.45,46.77,1,669.0,0,10,5,1,21000,0.72,4,0
ord_004318,ES,RJ,furniture_decor,214.98,56.9,2,3123.0,5,11,27,0,30000,0.83,1,1
ord_004319,RJ,ES,computers_accessories,13.28,1.54,1,1650.0,5,11,22,0,46000,0.97,5,0
ord_004320,DF,RJ,toys,16.6,3.24,2,973.0,0,2,24,0,88000,0.97,4,0
ord_004321,MG,RJ,toys,36.88,6.1,3,673.0,1,4,13,0,32000,0.85,4,0
ord_004322,RS,SP,health_beauty,390.14,90.43,2,2021.0,3,10,22,0,41000,0.85,5,0
ord_004323,SP,RJ,toys,130.55,22.97,1,729.0,6,3,20,0,58000,0.96,2,1
ord_004324,SP,RJ,computers_accessories,57.8,9.78,1,831.0,0,12,25,0,58000,0.96,2,0
ord_004325,MG,SP,auto,132.04,37.42,3,3061.0,4,7,9,0,32000,0.85,3,0
ord_004326,SP,RS,watches_gifts,53.71,7.05,1,385.0,6,5,22,0,58000,0.96,4,0
ord_004327,SC,SP,toys,99.31,17.66,3,842.0,1,5,6,0,44000,0.84,4,1
ord_004328,ES,SP,furniture_decor,63.71,37.79,2,2247.0,6,6,29,0,30000,0.83,3,0
ord_004329,PE,MG,sports_leisure,128.6,31.43,2,929.0,6,3,15,0,20000,0.8,5,0
ord_004330,SP,SP,toys,82.39,5.95,2,47.0,3,5,27,0,58000,0.96,5,0
ord_004331,CE,RS,bed_bath_table,58.78,8.29,3,1914.0,0,10,3,1,18000,0.75,5,0
ord_004332,SP,PR,housewares,99.08,16.69,2,2318.0,5,1,10,0,58000,0.96,5,0
ord_004333,MG,SP,auto,70.05,30.43,1,1549.0,1,2,16,0,32000,0.85,4,0
ord_004334,ES,SP,auto,69.99,33.19,1,2566.0,2,5,29,0,30000,0.83,1,1
ord_004335,SP,MG,toys,24.62,6.07,2,2664.0,0,1,7,0,58000,0.96,5,0
ord_004336,SP,SP,computers_accessories,126.26,16.8,1,60.0,2,6,13,0,58000,0.96,1,0
ord_004337,SP,MG,garden_tools,476.26,92.28,2,1976.0,2,10,4,1,58000,0.96,5,0
ord_004338,MG,SC,bed_bath_table,102.62,21.14,1,2667.0,2,7,23,0,32000,0.85,5,0
ord_004339,DF,RS,toys,73.67,12.35,1,344.0,1,3,14,0,88000,0.97,4,0
ord_004340,SP,RJ,health_beauty,75.6,17.46,1,1781.0,0,1,6,0,58000,0.96,2,1
ord_004341,SP,CE,toys,209.34,14.92,2,673.0,6,11,17,0,58000,0.96,4,0
ord_004342,MG,SP,furniture_decor,3.11,43.01,2,943.0,5,10,20,0,32000,0.85,4,0
ord_004343,SP,GO,toys,104.95,25.04,3,3052.0,3,7,23,0,58000,0.96,3,0
ord_004344,SC,DF,watches_gifts,86.46,12.04,3,311.0,2,4,10,0,44000,0.84,5,0
ord_004345,CE,RJ,auto,82.19,51.49,2,1190.0,5,8,8,0,18000,0.75,4,0
ord_004346,BA,SP,toys,96.78,19.22,2,748.0,5,10,20,0,21000,0.72,1,1
ord_004347,GO,SP,auto,39.4,42.91,1,1954.0,2,1,17,0,29000,0.9,1,1
ord_004348,MG,PE,health_beauty,40.79,10.19,3,2748.0,2,9,6,0,32000,0.85,1,1
ord_004349,DF,SP,furniture_decor,21.42,20.83,1,1434.0,1,6,17,0,88000,0.97,5,0
ord_004350,SP,GO,computers_accessories,128.78,10.47,3,2728.0,0,5,17,0,58000,0.96,1,1
ord_004351,SP,MG,bed_bath_table,6.14,1.35,1,1577.0,3,11,4,1,58000,0.96,1,0
ord_004352,PR,RJ,bed_bath_table,109.34,8.18,3,2936.0,6,10,29,0,43000,0.85,5,0
ord_004353,SP,RS,bed_bath_table,58.01,7.04,1,2756.0,5,9,0,1,58000,0.96,4,0
ord_004354,GO,SP,toys,38.6,3.31,2,819.0,3,9,19,0,29000,0.9,5,0
ord_004355,PR,RJ,computers_accessories,100.0,12.12,3,2867.0,4,4,18,0,43000,0.85,5,0
ord_004356,CE,CE,toys,65.71,6.54,2,333.0,6,12,9,0,18000,0.75,5,1
ord_004357,SP,SP,garden_tools,98.18,50.11,1,206.0,3,1,16,0,58000,0.96,5,0
ord_004358,MG,PE,bed_bath_table,41.59,10.3,3,868.0,5,5,8,0,32000,0.85,5,0
ord_004359,SC,MA,garden_tools,118.1,42.13,3,1421.0,1,2,28,0,44000,0.84,4,0
ord_004360,SP,SP,sports_leisure,84.37,6.41,2,232.0,4,3,13,0,58000,0.96,1,1
ord_004361,MG,MG,computers_accessories,163.03,13.51,2,297.0,3,10,17,0,32000,0.85,5,0
ord_004362,PR,SP,auto,25.59,47.33,1,1907.0,0,3,10,0,43000,0.85,1,1
ord_004363,PA,RS,furniture_decor,65.48,44.46,2,3013.0,4,6,6,0,19000,0.68,4,0
ord_004364,SC,AM,auto,58.9,36.51,3,1343.0,1,9,4,1,44000,0.84,5,0
ord_004365,SP,GO,housewares,139.72,18.78,2,802.0,0,6,22,0,58000,0.96,5,0
ord_004366,MG,PE,bed_bath_table,191.28,46.25,1,2704.0,2,4,28,0,32000,0.85,5,0
ord_004367,RS,SP,garden_tools,104.37,58.01,1,335.0,4,11,0,1,41000,0.85,5,0
ord_004368,SP,MG,bed_bath_table,82.02,16.98,2,2633.0,0,4,4,1,58000,0.96,1,1
ord_004369,RJ,SP,watches_gifts,163.19,24.48,2,363.0,6,6,21,0,46000,0.97,5,0
ord_004370,SP,GO,computers_accessories,70.35,12.89,2,1125.0,1,3,6,0,58000,0.96,5,0
ord_004371,SP,SP,health_beauty,273.06,34.21,1,101.0,1,6,24,0,58000,0.96,4,0
ord_004372,MG,SP,housewares,49.58,3.0,2,1224.0,0,1,23,0,32000,0.85,3,0
ord_004373,SP,SP,furniture_decor,11.27,30.13,1,61.0,1,1,5,1,58000,0.96,5,0
ord_004374,RS,SP,bed_bath_table,25.01,2.7,2,614.0,1,1,2,1,41000,0.85,5,0
ord_004375,SP,SP,housewares,67.47,10.8,2,84.0,3,10,8,0,58000,0.96,5,0
ord_004376,SC,SP,bed_bath_table,363.71,65.57,1,2547.0,6,4,4,1,44000,0.84,4,1
ord_004377,SP,ES,housewares,40.8,5.73,1,1625.0,5,6,2,1,58000,0.96,3,1
ord_004378,GO,BA,sports_leisure,270.79,22.05,2,770.0,6,5,27,0,29000,0.9,4,0
ord_004379,SP,SP,garden_tools,103.5,50.95,2,155.0,3,12,5,1,58000,0.96,4,0
ord_004380,MG,BA,auto,40.62,35.48,2,1107.0,0,10,16,0,32000,0.85,1,0
ord_004381,SP,RJ,auto,72.55,32.96,1,1328.0,1,3,7,0,58000,0.96,5,0
ord_004382,SP,BA,auto,175.42,58.59,2,1638.0,2,1,5,1,58000,0.96,5,0
ord_004383,MG,SP,health_beauty,79.63,4.91,1,593.0,5,3,8,0,32000,0.85,2,1
ord_004384,ES,MG,housewares,41.61,5.02,1,3142.0,1,3,7,0,30000,0.83,2,0
ord_004385,PE,RJ,sports_leisure,68.31,13.77,1,1079.0,3,1,13,0,20000,0.8,3,0
ord_004386,SP,SP,bed_bath_table,203.77,42.4,2,138.0,6,9,18,0,58000,0.96,5,0
ord_004387,SP,RS,furniture_decor,437.69,78.01,1,2356.0,5,9,28,0,58000,0.96,5,0
ord_004388,SC,BA,computers_accessories,169.01,14.66,1,1200.0,3,7,21,0,44000,0.84,3,0
ord_004389,RS,BA,sports_leisure,283.89,69.48,2,539.0,1,7,2,1,41000,0.85,4,0
ord_004390,SP,RJ,health_beauty,165.86,35.62,1,1392.0,2,4,5,1,58000,0.96,5,0
ord_004391,BA,MG,computers_accessories,164.85,8.42,1,1903.0,6,4,10,0,21000,0.72,1,1
ord_004392,MG,BA,health_beauty,139.41,23.9,2,2741.0,3,2,17,0,32000,0.85,5,0
ord_004393,PR,SP,bed_bath_table,122.4,29.26,2,1367.0,1,4,6,0,43000,0.85,4,0
ord_004394,RJ,SP,computers_accessories,51.02,12.03,2,2880.0,2,5,16,0,46000,0.97,4,0
ord_004395,RJ,RJ,bed_bath_table,96.08,12.48,1,196.0,6,4,22,0,46000,0.97,4,0
ord_004396,SP,SP,auto,168.66,73.47,1,104.0,2,11,0,1,58000,0.96,1,0
ord_004397,BA,RJ,garden_tools,122.91,56.52,1,387.0,0,5,28,0,21000,0.72,5,0
ord_004398,SP,SP,auto,21.35,41.65,3,268.0,5,10,21,0,58000,0.96,4,0
ord_004399,BA,RS,health_beauty,202.44,48.24,2,919.0,1,4,13,0,21000,0.72,4,0
ord_004400,BA,PR,computers_accessories,145.09,20.79,3,1245.0,4,11,6,0,21000,0.72,3,1
ord_004401,SC,BA,garden_tools,194.57,48.94,1,1819.0,0,6,27,0,44000,0.84,4,0
ord_004402,SP,PR,housewares,39.99,7.77,3,3084.0,3,10,9,0,58000,0.96,5,0
ord_004403,SP,RJ,furniture_decor,21.78,34.83,1,1302.0,5,11,25,0,58000,0.96,5,1
ord_004404,RJ,CE,garden_tools,79.67,61.36,2,939.0,0,11,26,0,46000,0.97,4,0
ord_004405,RS,SC,furniture_decor,127.26,48.82,1,3086.0,4,7,10,0,41000,0.85,4,1
ord_004406,PE,MG,auto,254.88,100.68,1,2645.0,0,10,1,1,20000,0.8,5,0
ord_004407,RJ,SP,health_beauty,115.36,9.17,1,2224.0,3,10,3,1,46000,0.97,5,0
ord_004408,GO,PR,toys,330.63,81.26,2,1488.0,6,3,18,0,29000,0.9,4,0
ord_004409,SP,RS,bed_bath_table,65.35,12.96,2,1519.0,6,7,29,0,58000,0.96,5,0
ord_004410,RJ,PR,auto,139.13,48.41,3,3057.0,2,7,24,0,46000,0.97,5,0
ord_004411,SP,BA,furniture_decor,16.49,18.88,2,500.0,1,4,24,0,58000,0.96,4,0
ord_004412,SC,PE,bed_bath_table,177.39,18.73,2,2497.0,1,9,26,0,44000,0.84,5,0
ord_004413,SP,CE,garden_tools,244.43,39.59,1,2043.0,2,12,21,0,58000,0.96,4,0
ord_004414,SP,RS,auto,121.57,26.51,2,3108.0,2,6,6,0,58000,0.96,5,0
ord_004415,BA,PA,auto,32.32,42.72,1,1919.0,0,3,13,0,21000,0.72,4,1
ord_004416,MG,PE,computers_accessories,95.47,7.19,1,1114.0,3,9,10,0,32000,0.85,1,0
ord_004417,SP,SP,bed_bath_table,63.81,15.82,2,116.0,2,12,6,0,58000,0.96,5,0
ord_004418,SP,RS,sports_leisure,70.19,7.21,2,3158.0,0,1,15,0,58000,0.96,5,0
ord_004419,MG,SP,bed_bath_table,94.8,15.63,1,2932.0,0,12,10,0,32000,0.85,2,1
ord_004420,SP,SP,bed_bath_table,30.94,5.87,3,315.0,0,9,24,0,58000,0.96,4,0
ord_004421,SP,SP,health_beauty,113.75,12.54,2,332.0,1,3,13,0,58000,0.96,5,0
ord_004422,RS,MG,housewares,67.79,9.57,2,2489.0,2,5,18,0,41000,0.85,3,0
